image_filename,category,bottle_type,durability_score,chemical_safety_score,ergonomics_score
00003024.jpg,Wine Bottle,wine_bottle,9,6,8
00004405.jpg,Plastic Bottles,plastic_bottles,5,9,8
00004084.jpg,Soda Bottle,soda_bottle,5,8,8
00003306.jpg,Plastic Bottles,plastic_bottles,8,9,7
00001760.jpg,Wine Bottle,wine_bottle,8,9,9
00002498.jpg,Plastic Bottles,plastic_bottles,7,8,7
00002258.jpg,Beer Bottles,beer_bottles,9,7,9
00000917.jpg,Plastic Bottles,plastic_bottles,8,9,9
00003634.jpg,Soda Bottle,soda_bottle,6,9,8
00000288.jpg,Plastic Bottles,plastic_bottles,7,8,7
00004542.jpg,Soda Bottle,soda_bottle,9,6,8
00001053.jpg,Plastic Bottles,plastic_bottles,8,8,8
00002804.jpg,Soda Bottle,soda_bottle,5,9,8
00002784.jpg,Plastic Bottles,plastic_bottles,5,6,7
00002997.jpg,Plastic Bottles,plastic_bottles,9,8,6
00003934.jpg,Soda Bottle,soda_bottle,9,6,6
00002387.jpg,Beer Bottles,beer_bottles,7,7,9
00002951.jpg,Soda Bottle,soda_bottle,6,8,6
00004823.jpg,Water Bottle,water_bottle,8,7,8
00002053.jpg,Soda Bottle,soda_bottle,5,9,7
00002184.jpg,Soda Bottle,soda_bottle,8,8,7
00001020.jpg,Soda Bottle,soda_bottle,5,7,9
00004826.jpg,Wine Bottle,wine_bottle,9,6,7
00004490.jpg,Soda Bottle,soda_bottle,8,9,8
00001679.jpg,Plastic Bottles,plastic_bottles,9,6,8
00000143.jpg,Water Bottle,water_bottle,7,7,6
00001647.jpg,Water Bottle,water_bottle,7,9,8
00003329.jpg,Beer Bottles,beer_bottles,6,8,8
00003050.jpg,Wine Bottle,wine_bottle,7,7,7
00003894.jpg,Beer Bottles,beer_bottles,8,6,9
00002574.jpg,Beer Bottles,beer_bottles,5,7,6
00001457.jpg,Beer Bottles,beer_bottles,9,7,6
00004813.jpg,Soda Bottle,soda_bottle,8,9,7
00002536.jpg,Soda Bottle,soda_bottle,7,8,8
00002895.jpg,Soda Bottle,soda_bottle,9,7,8
00004577.jpg,Beer Bottles,beer_bottles,9,9,8
00002832.jpg,Soda Bottle,soda_bottle,6,6,8
00001684.jpg,Wine Bottle,wine_bottle,6,8,9
00002493.jpg,Plastic Bottles,plastic_bottles,6,8,9
00003574.jpg,Plastic Bottles,plastic_bottles,7,9,7
00002303.jpg,Plastic Bottles,plastic_bottles,5,6,8
00000974.jpg,Water Bottle,water_bottle,5,8,8
00000963.jpg,Water Bottle,water_bottle,5,9,9
00001793.jpg,Plastic Bottles,plastic_bottles,9,9,8
00001703.jpg,Plastic Bottles,plastic_bottles,8,8,9
00001213.jpg,Wine Bottle,wine_bottle,6,7,8
00000833.jpg,Plastic Bottles,plastic_bottles,9,8,8
00000186.jpg,Wine Bottle,wine_bottle,7,8,9
00001044.jpg,Water Bottle,water_bottle,9,8,7
00000407.jpg,Wine Bottle,wine_bottle,9,9,9
00004239.jpg,Wine Bottle,wine_bottle,7,9,9
00001321.jpg,Water Bottle,water_bottle,9,7,8
00001152.jpg,Soda Bottle,soda_bottle,9,8,8
00001605.jpg,Water Bottle,water_bottle,6,6,8
00004277.jpg,Soda Bottle,soda_bottle,5,9,8
00004005.jpg,Beer Bottles,beer_bottles,6,9,8
00004453.jpg,Soda Bottle,soda_bottle,8,9,9
00001887.jpg,Wine Bottle,wine_bottle,5,8,6
00000134.jpg,Plastic Bottles,plastic_bottles,7,6,8
00004197.jpg,Plastic Bottles,plastic_bottles,7,9,8
00003928.jpg,Plastic Bottles,plastic_bottles,9,7,7
00004205.jpg,Beer Bottles,beer_bottles,9,7,8
00000282.jpg,Wine Bottle,wine_bottle,9,7,7
00004755.jpg,Water Bottle,water_bottle,8,8,8
00002967.jpg,Water Bottle,water_bottle,5,8,8
00001769.jpg,Soda Bottle,soda_bottle,9,6,7
00003089.jpg,Wine Bottle,wine_bottle,8,6,8
00000030.jpg,Beer Bottles,beer_bottles,5,9,8
00003301.jpg,Wine Bottle,wine_bottle,7,6,9
00003935.jpg,Water Bottle,water_bottle,9,6,6
00000977.jpg,Wine Bottle,wine_bottle,7,7,8
00001374.jpg,Plastic Bottles,plastic_bottles,7,6,8
00002072.jpg,Wine Bottle,wine_bottle,8,7,7
00000242.jpg,Wine Bottle,wine_bottle,5,6,6
00003715.jpg,Water Bottle,water_bottle,7,9,6
00004388.jpg,Beer Bottles,beer_bottles,5,9,7
00003550.jpg,Beer Bottles,beer_bottles,5,9,7
00004394.jpg,Soda Bottle,soda_bottle,5,9,8
00002175.jpg,Wine Bottle,wine_bottle,8,9,7
00000158.jpg,Beer Bottles,beer_bottles,5,9,8
00001770.jpg,Beer Bottles,beer_bottles,7,6,7
00000454.jpg,Plastic Bottles,plastic_bottles,7,9,8
00004834.jpg,Beer Bottles,beer_bottles,8,7,8
00001219.jpg,Wine Bottle,wine_bottle,6,9,8
00004271.jpg,Soda Bottle,soda_bottle,6,6,8
00001776.jpg,Soda Bottle,soda_bottle,5,9,8
00004124.jpg,Wine Bottle,wine_bottle,9,6,9
00004232.jpg,Soda Bottle,soda_bottle,5,6,8
00004525.jpg,Soda Bottle,soda_bottle,8,9,8
00003996.jpg,Soda Bottle,soda_bottle,5,9,6
00000866.jpg,Wine Bottle,wine_bottle,8,9,7
00003691.jpg,Water Bottle,water_bottle,5,6,6
00002798.jpg,Wine Bottle,wine_bottle,6,6,8
00000507.jpg,Wine Bottle,wine_bottle,7,6,9
00003088.jpg,Plastic Bottles,plastic_bottles,9,9,9
00002111.jpg,Water Bottle,water_bottle,8,9,8
00004595.jpg,Water Bottle,water_bottle,7,7,9
00004676.jpg,Soda Bottle,soda_bottle,7,8,8
00001964.jpg,Soda Bottle,soda_bottle,7,8,6
00000677.jpg,Beer Bottles,beer_bottles,6,7,8
00000204.jpg,Soda Bottle,soda_bottle,7,9,7
00001010.jpg,Wine Bottle,wine_bottle,9,8,7
00000157.jpg,Wine Bottle,wine_bottle,8,8,8
00003919.jpg,Wine Bottle,wine_bottle,9,8,7
00003103.jpg,Plastic Bottles,plastic_bottles,5,6,6
00001383.jpg,Plastic Bottles,plastic_bottles,6,7,8
00002257.jpg,Water Bottle,water_bottle,7,8,9
00001103.jpg,Plastic Bottles,plastic_bottles,7,9,7
00001708.jpg,Water Bottle,water_bottle,6,7,6
00001270.jpg,Soda Bottle,soda_bottle,5,9,8
00000948.jpg,Soda Bottle,soda_bottle,6,6,8
00000185.jpg,Beer Bottles,beer_bottles,6,6,9
00002138.jpg,Beer Bottles,beer_bottles,5,7,9
00000348.jpg,Plastic Bottles,plastic_bottles,6,9,8
00000649.jpg,Wine Bottle,wine_bottle,8,6,7
00003545.jpg,Plastic Bottles,plastic_bottles,9,7,6
00002596.jpg,Beer Bottles,beer_bottles,5,9,9
00000315.jpg,Plastic Bottles,plastic_bottles,6,8,8
00001363.jpg,Water Bottle,water_bottle,6,9,6
00004396.jpg,Soda Bottle,soda_bottle,6,7,9
00001341.jpg,Plastic Bottles,plastic_bottles,7,6,6
00003050.jpg,Soda Bottle,soda_bottle,5,8,8
00000954.jpg,Plastic Bottles,plastic_bottles,6,7,8
00004159.jpg,Water Bottle,water_bottle,6,7,7
00000815.jpg,Plastic Bottles,plastic_bottles,6,7,8
00004643.jpg,Water Bottle,water_bottle,8,7,9
00001530.jpg,Water Bottle,water_bottle,5,9,6
00001130.jpg,Beer Bottles,beer_bottles,8,7,8
00001967.jpg,Plastic Bottles,plastic_bottles,8,8,7
00003625.jpg,Beer Bottles,beer_bottles,6,9,6
00001101.jpg,Plastic Bottles,plastic_bottles,5,7,7
00002998.jpg,Wine Bottle,wine_bottle,5,9,6
00003916.jpg,Wine Bottle,wine_bottle,7,9,8
00000199.jpg,Soda Bottle,soda_bottle,7,8,9
00002148.jpg,Wine Bottle,wine_bottle,7,7,9
00000757.jpg,Soda Bottle,soda_bottle,5,7,6
00003513.jpg,Soda Bottle,soda_bottle,5,7,8
00004265.jpg,Soda Bottle,soda_bottle,9,9,8
00002427.jpg,Plastic Bottles,plastic_bottles,8,9,8
00004676.jpg,Plastic Bottles,plastic_bottles,7,6,8
00002135.jpg,Plastic Bottles,plastic_bottles,7,6,9
00004789.jpg,Plastic Bottles,plastic_bottles,7,7,8
00004148.jpg,Water Bottle,water_bottle,8,7,9
00001167.jpg,Soda Bottle,soda_bottle,6,7,9
00001018.jpg,Plastic Bottles,plastic_bottles,9,7,8
00000997.jpg,Wine Bottle,wine_bottle,9,9,8
00001969.jpg,Plastic Bottles,plastic_bottles,6,8,6
00001827.jpg,Soda Bottle,soda_bottle,8,9,8
00004357.jpg,Soda Bottle,soda_bottle,7,9,7
00004430.jpg,Plastic Bottles,plastic_bottles,6,9,9
00002057.jpg,Wine Bottle,wine_bottle,7,8,6
00004677.jpg,Beer Bottles,beer_bottles,7,9,9
00002769.jpg,Water Bottle,water_bottle,6,6,7
00002775.jpg,Water Bottle,water_bottle,6,8,8
00002760.jpg,Water Bottle,water_bottle,6,8,8
00001450.jpg,Soda Bottle,soda_bottle,8,8,9
00001086.jpg,Soda Bottle,soda_bottle,6,9,9
00003559.jpg,Soda Bottle,soda_bottle,8,9,9
00001088.jpg,Plastic Bottles,plastic_bottles,7,8,6
00004418.jpg,Soda Bottle,soda_bottle,7,6,8
00001364.jpg,Wine Bottle,wine_bottle,9,7,6
00002656.jpg,Soda Bottle,soda_bottle,7,6,7
00001553.jpg,Wine Bottle,wine_bottle,8,8,6
00003214.jpg,Wine Bottle,wine_bottle,5,9,8
00000898.jpg,Wine Bottle,wine_bottle,7,9,8
00004709.jpg,Water Bottle,water_bottle,7,9,8
00002323.jpg,Plastic Bottles,plastic_bottles,9,7,9
00000532.jpg,Plastic Bottles,plastic_bottles,6,9,8
00000008.jpg,Plastic Bottles,plastic_bottles,8,9,7
00004780.jpg,Wine Bottle,wine_bottle,7,7,9
00002961.jpg,Plastic Bottles,plastic_bottles,9,8,9
00002010.jpg,Plastic Bottles,plastic_bottles,7,9,9
00000197.jpg,Wine Bottle,wine_bottle,7,7,9
00003274.jpg,Plastic Bottles,plastic_bottles,5,6,7
00003954.jpg,Beer Bottles,beer_bottles,5,7,7
00003638.jpg,Wine Bottle,wine_bottle,9,6,8
00000866.jpg,Soda Bottle,soda_bottle,7,9,7
00002428.jpg,Beer Bottles,beer_bottles,6,9,6
00000814.jpg,Water Bottle,water_bottle,5,6,9
00003538.jpg,Plastic Bottles,plastic_bottles,8,8,7
00000089.jpg,Soda Bottle,soda_bottle,6,9,8
00002798.jpg,Soda Bottle,soda_bottle,7,7,8
00004532.jpg,Water Bottle,water_bottle,8,7,8
00000177.jpg,Beer Bottles,beer_bottles,7,8,9
00003888.jpg,Plastic Bottles,plastic_bottles,9,9,6
00003650.jpg,Soda Bottle,soda_bottle,7,7,7
00001865.jpg,Wine Bottle,wine_bottle,6,8,9
00004663.jpg,Wine Bottle,wine_bottle,6,9,8
00003451.jpg,Soda Bottle,soda_bottle,7,8,8
00002130.jpg,Beer Bottles,beer_bottles,9,8,8
00003293.jpg,Soda Bottle,soda_bottle,6,7,9
00003332.jpg,Water Bottle,water_bottle,6,9,7
00000630.jpg,Plastic Bottles,plastic_bottles,9,6,6
00004090.jpg,Wine Bottle,wine_bottle,9,7,8
00004473.jpg,Plastic Bottles,plastic_bottles,7,6,6
00000695.jpg,Water Bottle,water_bottle,8,9,9
00001533.jpg,Soda Bottle,soda_bottle,5,9,7
00000088.jpg,Plastic Bottles,plastic_bottles,8,7,7
00000148.jpg,Wine Bottle,wine_bottle,5,6,6
00002393.jpg,Plastic Bottles,plastic_bottles,5,7,9
00004322.jpg,Beer Bottles,beer_bottles,6,9,8
00003768.jpg,Plastic Bottles,plastic_bottles,6,9,6
00002385.jpg,Plastic Bottles,plastic_bottles,8,9,8
00003069.jpg,Soda Bottle,soda_bottle,9,9,7
00004099.jpg,Wine Bottle,wine_bottle,7,8,7
00001305.jpg,Beer Bottles,beer_bottles,5,8,6
00001557.jpg,Soda Bottle,soda_bottle,5,6,6
00000367.jpg,Plastic Bottles,plastic_bottles,5,7,8
00004565.jpg,Plastic Bottles,plastic_bottles,7,9,7
00004799.jpg,Soda Bottle,soda_bottle,5,9,8
00003988.jpg,Plastic Bottles,plastic_bottles,8,8,6
00003696.jpg,Soda Bottle,soda_bottle,9,8,8
00001550.jpg,Plastic Bottles,plastic_bottles,5,8,9
00002124.jpg,Plastic Bottles,plastic_bottles,7,6,7
00003162.jpg,Soda Bottle,soda_bottle,8,9,6
00002672.jpg,Soda Bottle,soda_bottle,7,9,8
00002398.jpg,Beer Bottles,beer_bottles,9,8,9
00002746.jpg,Wine Bottle,wine_bottle,9,8,9
00002692.jpg,Soda Bottle,soda_bottle,8,9,7
00002586.jpg,Plastic Bottles,plastic_bottles,6,9,7
00003830.jpg,Beer Bottles,beer_bottles,8,9,7
00003469.jpg,Water Bottle,water_bottle,7,6,7
00000574.jpg,Plastic Bottles,plastic_bottles,6,7,9
00000836.jpg,Soda Bottle,soda_bottle,8,6,9
00003230.jpg,Plastic Bottles,plastic_bottles,9,6,7
00001316.jpg,Beer Bottles,beer_bottles,9,6,6
00004179.jpg,Wine Bottle,wine_bottle,8,8,6
00003612.jpg,Plastic Bottles,plastic_bottles,8,9,7
00002529.jpg,Beer Bottles,beer_bottles,5,6,8
00004902.jpg,Water Bottle,water_bottle,5,6,7
00001498.jpg,Soda Bottle,soda_bottle,5,7,8
00003781.jpg,Beer Bottles,beer_bottles,8,8,9
00004013.jpg,Water Bottle,water_bottle,6,9,7
00004015.jpg,Soda Bottle,soda_bottle,5,8,9
00000581.jpg,Plastic Bottles,plastic_bottles,6,9,6
00003061.jpg,Plastic Bottles,plastic_bottles,5,9,7
00002823.jpg,Beer Bottles,beer_bottles,7,7,6
00000088.jpg,Wine Bottle,wine_bottle,6,9,9
00000565.jpg,Beer Bottles,beer_bottles,8,9,6
00003650.jpg,Plastic Bottles,plastic_bottles,9,8,8
00004993.jpg,Wine Bottle,wine_bottle,5,6,9
00000340.jpg,Beer Bottles,beer_bottles,5,8,8
00002949.jpg,Water Bottle,water_bottle,9,7,7
00004630.jpg,Soda Bottle,soda_bottle,8,6,6
00001214.jpg,Wine Bottle,wine_bottle,7,9,7
00000552.jpg,Plastic Bottles,plastic_bottles,9,6,7
00002620.jpg,Wine Bottle,wine_bottle,5,8,7
00002030.jpg,Wine Bottle,wine_bottle,8,6,9
00001765.jpg,Plastic Bottles,plastic_bottles,5,6,9
00000461.jpg,Plastic Bottles,plastic_bottles,7,9,9
00002180.jpg,Water Bottle,water_bottle,5,7,8
00001319.jpg,Wine Bottle,wine_bottle,8,9,9
00002586.jpg,Beer Bottles,beer_bottles,7,9,6
00003148.jpg,Water Bottle,water_bottle,8,9,6
00004731.jpg,Plastic Bottles,plastic_bottles,7,7,7
00004055.jpg,Plastic Bottles,plastic_bottles,5,6,7
00004359.jpg,Soda Bottle,soda_bottle,7,6,6
00001368.jpg,Wine Bottle,wine_bottle,5,9,8
00000403.jpg,Water Bottle,water_bottle,7,7,9
00000250.jpg,Wine Bottle,wine_bottle,9,6,7
00000357.jpg,Plastic Bottles,plastic_bottles,7,6,8
00004637.jpg,Water Bottle,water_bottle,8,6,6
00000888.jpg,Beer Bottles,beer_bottles,7,9,8
00000887.jpg,Beer Bottles,beer_bottles,5,7,9
00002358.jpg,Wine Bottle,wine_bottle,9,8,6
00000576.jpg,Beer Bottles,beer_bottles,9,8,6
00003184.jpg,Soda Bottle,soda_bottle,9,7,6
00004580.jpg,Beer Bottles,beer_bottles,6,9,6
00000182.jpg,Wine Bottle,wine_bottle,7,7,9
00004260.jpg,Water Bottle,water_bottle,6,7,6
00003442.jpg,Beer Bottles,beer_bottles,8,6,7
00000624.jpg,Wine Bottle,wine_bottle,7,8,8
00004068.jpg,Soda Bottle,soda_bottle,8,9,6
00000316.jpg,Wine Bottle,wine_bottle,6,9,6
00001702.jpg,Beer Bottles,beer_bottles,5,7,7
00004247.jpg,Wine Bottle,wine_bottle,5,7,6
00002233.jpg,Plastic Bottles,plastic_bottles,9,7,9
00000206.jpg,Soda Bottle,soda_bottle,7,7,8
00001289.jpg,Plastic Bottles,plastic_bottles,5,9,6
00004465.jpg,Soda Bottle,soda_bottle,6,9,8
00001003.jpg,Beer Bottles,beer_bottles,6,7,7
00004867.jpg,Plastic Bottles,plastic_bottles,6,8,9
00004340.jpg,Beer Bottles,beer_bottles,7,7,8
00001216.jpg,Water Bottle,water_bottle,5,7,9
00004199.jpg,Wine Bottle,wine_bottle,6,9,8
00001407.jpg,Wine Bottle,wine_bottle,9,9,7
00004973.jpg,Wine Bottle,wine_bottle,6,7,9
00003602.jpg,Water Bottle,water_bottle,8,9,6
00000965.jpg,Plastic Bottles,plastic_bottles,5,7,6
00003975.jpg,Beer Bottles,beer_bottles,9,6,7
00002330.jpg,Wine Bottle,wine_bottle,5,9,9
00003751.jpg,Plastic Bottles,plastic_bottles,5,8,6
00004984.jpg,Beer Bottles,beer_bottles,7,7,9
00003205.jpg,Wine Bottle,wine_bottle,5,8,9
00003268.jpg,Water Bottle,water_bottle,7,9,7
00003897.jpg,Water Bottle,water_bottle,9,6,8
00004865.jpg,Water Bottle,water_bottle,7,6,8
00002124.jpg,Beer Bottles,beer_bottles,8,9,6
00004976.jpg,Wine Bottle,wine_bottle,8,8,6
00002746.jpg,Soda Bottle,soda_bottle,5,6,8
00004179.jpg,Water Bottle,water_bottle,8,6,6
00002871.jpg,Plastic Bottles,plastic_bottles,5,9,6
00002265.jpg,Wine Bottle,wine_bottle,8,6,6
00002050.jpg,Soda Bottle,soda_bottle,6,9,9
00001681.jpg,Wine Bottle,wine_bottle,9,8,9
00001735.jpg,Wine Bottle,wine_bottle,7,7,9
00000482.jpg,Plastic Bottles,plastic_bottles,7,7,8
00001081.jpg,Water Bottle,water_bottle,8,8,6
00001866.jpg,Plastic Bottles,plastic_bottles,7,9,8
00004209.jpg,Plastic Bottles,plastic_bottles,5,8,6
00001592.jpg,Plastic Bottles,plastic_bottles,6,8,7
00004761.jpg,Water Bottle,water_bottle,5,9,8
00003074.jpg,Beer Bottles,beer_bottles,9,7,8
00003971.jpg,Soda Bottle,soda_bottle,9,9,9
00002523.jpg,Plastic Bottles,plastic_bottles,9,9,9
00000021.jpg,Wine Bottle,wine_bottle,8,9,8
00001748.jpg,Water Bottle,water_bottle,6,9,6
00004415.jpg,Plastic Bottles,plastic_bottles,8,9,8
00000715.jpg,Plastic Bottles,plastic_bottles,5,6,8
00000662.jpg,Beer Bottles,beer_bottles,5,7,8
00000800.jpg,Water Bottle,water_bottle,5,8,9
00000877.jpg,Water Bottle,water_bottle,5,7,8
00003500.jpg,Wine Bottle,wine_bottle,6,7,8
00003993.jpg,Soda Bottle,soda_bottle,5,6,9
00000459.jpg,Soda Bottle,soda_bottle,9,7,6
00001182.jpg,Soda Bottle,soda_bottle,5,9,8
00004697.jpg,Plastic Bottles,plastic_bottles,7,9,8
00000858.jpg,Soda Bottle,soda_bottle,5,6,6
00003713.jpg,Water Bottle,water_bottle,6,6,8
00001773.jpg,Beer Bottles,beer_bottles,6,9,7
00002101.jpg,Plastic Bottles,plastic_bottles,9,8,7
00004343.jpg,Water Bottle,water_bottle,9,8,7
00001387.jpg,Wine Bottle,wine_bottle,6,7,6
00001512.jpg,Beer Bottles,beer_bottles,8,9,8
00001354.jpg,Wine Bottle,wine_bottle,5,6,9
00003404.jpg,Beer Bottles,beer_bottles,7,6,8
00000088.jpg,Water Bottle,water_bottle,7,8,9
00002125.jpg,Wine Bottle,wine_bottle,7,9,8
00001232.jpg,Wine Bottle,wine_bottle,9,7,7
00004241.jpg,Soda Bottle,soda_bottle,9,7,9
00002085.jpg,Water Bottle,water_bottle,6,9,8
00001537.jpg,Beer Bottles,beer_bottles,5,9,9
00002172.jpg,Beer Bottles,beer_bottles,6,6,7
00003767.jpg,Plastic Bottles,plastic_bottles,9,9,7
00001674.jpg,Water Bottle,water_bottle,8,9,6
00003966.jpg,Wine Bottle,wine_bottle,6,7,9
00003254.jpg,Water Bottle,water_bottle,9,6,8
00002492.jpg,Wine Bottle,wine_bottle,5,9,6
00000794.jpg,Beer Bottles,beer_bottles,9,9,8
00000906.jpg,Wine Bottle,wine_bottle,7,9,8
00001843.jpg,Wine Bottle,wine_bottle,8,6,6
00004256.jpg,Water Bottle,water_bottle,9,9,7
00002720.jpg,Water Bottle,water_bottle,6,7,8
00000679.jpg,Plastic Bottles,plastic_bottles,9,6,8
00002436.jpg,Beer Bottles,beer_bottles,5,9,9
00000148.jpg,Plastic Bottles,plastic_bottles,5,8,8
00003855.jpg,Beer Bottles,beer_bottles,7,6,6
00002418.jpg,Water Bottle,water_bottle,7,9,9
00003379.jpg,Wine Bottle,wine_bottle,5,9,6
00004394.jpg,Plastic Bottles,plastic_bottles,6,6,9
00004699.jpg,Beer Bottles,beer_bottles,8,8,6
00001525.jpg,Beer Bottles,beer_bottles,8,8,6
00004414.jpg,Plastic Bottles,plastic_bottles,9,7,7
00001558.jpg,Soda Bottle,soda_bottle,7,9,6
00004058.jpg,Soda Bottle,soda_bottle,6,7,9
00000318.jpg,Plastic Bottles,plastic_bottles,5,9,6
00000696.jpg,Soda Bottle,soda_bottle,6,9,6
00001886.jpg,Water Bottle,water_bottle,8,6,8
00004051.jpg,Wine Bottle,wine_bottle,5,6,7
00004161.jpg,Water Bottle,water_bottle,5,8,6
00003150.jpg,Water Bottle,water_bottle,5,9,6
00003197.jpg,Soda Bottle,soda_bottle,7,8,8
00002070.jpg,Plastic Bottles,plastic_bottles,5,9,7
00000145.jpg,Wine Bottle,wine_bottle,8,8,8
00003374.jpg,Wine Bottle,wine_bottle,7,9,6
00000591.jpg,Plastic Bottles,plastic_bottles,5,7,6
00003552.jpg,Wine Bottle,wine_bottle,8,7,8
00001336.jpg,Soda Bottle,soda_bottle,5,9,7
00004593.jpg,Plastic Bottles,plastic_bottles,5,8,7
00004694.jpg,Water Bottle,water_bottle,5,7,8
00002370.jpg,Soda Bottle,soda_bottle,6,8,8
00002709.jpg,Wine Bottle,wine_bottle,8,8,6
00000844.jpg,Wine Bottle,wine_bottle,7,6,9
00004273.jpg,Wine Bottle,wine_bottle,9,6,8
00000078.jpg,Soda Bottle,soda_bottle,7,6,7
00001577.jpg,Water Bottle,water_bottle,8,6,6
00004638.jpg,Soda Bottle,soda_bottle,8,9,8
00002302.jpg,Beer Bottles,beer_bottles,7,7,8
00003435.jpg,Wine Bottle,wine_bottle,6,9,8
00004940.jpg,Beer Bottles,beer_bottles,7,8,7
00000095.jpg,Plastic Bottles,plastic_bottles,6,9,9
00002061.jpg,Wine Bottle,wine_bottle,9,7,8
00004362.jpg,Wine Bottle,wine_bottle,9,6,8
00002187.jpg,Plastic Bottles,plastic_bottles,7,6,8
00003355.jpg,Soda Bottle,soda_bottle,7,8,8
00004617.jpg,Plastic Bottles,plastic_bottles,6,7,6
00001713.jpg,Wine Bottle,wine_bottle,7,9,8
00003707.jpg,Wine Bottle,wine_bottle,9,6,8
00001176.jpg,Soda Bottle,soda_bottle,6,9,8
00004085.jpg,Soda Bottle,soda_bottle,9,9,9
00000399.jpg,Soda Bottle,soda_bottle,5,9,6
00002019.jpg,Beer Bottles,beer_bottles,5,8,7
00004280.jpg,Plastic Bottles,plastic_bottles,5,8,8
00003002.jpg,Soda Bottle,soda_bottle,5,9,8
00003389.jpg,Wine Bottle,wine_bottle,5,8,8
00003290.jpg,Beer Bottles,beer_bottles,5,9,8
00003782.jpg,Soda Bottle,soda_bottle,5,9,8
00004523.jpg,Plastic Bottles,plastic_bottles,8,8,6
00004646.jpg,Water Bottle,water_bottle,8,9,6
00003240.jpg,Beer Bottles,beer_bottles,6,6,9
00001678.jpg,Water Bottle,water_bottle,8,9,7
00004543.jpg,Water Bottle,water_bottle,9,9,6
00003761.jpg,Plastic Bottles,plastic_bottles,7,8,9
00002569.jpg,Beer Bottles,beer_bottles,8,9,8
00003432.jpg,Wine Bottle,wine_bottle,5,7,9
00003623.jpg,Wine Bottle,wine_bottle,5,8,8
00002327.jpg,Water Bottle,water_bottle,8,8,8
00003945.jpg,Water Bottle,water_bottle,9,7,6
00001865.jpg,Plastic Bottles,plastic_bottles,5,6,7
00004814.jpg,Soda Bottle,soda_bottle,7,9,6
00002383.jpg,Beer Bottles,beer_bottles,5,6,8
00001446.jpg,Plastic Bottles,plastic_bottles,9,6,7
00004892.jpg,Soda Bottle,soda_bottle,8,9,6
00002659.jpg,Beer Bottles,beer_bottles,9,9,7
00002677.jpg,Wine Bottle,wine_bottle,5,8,8
00000013.jpg,Plastic Bottles,plastic_bottles,7,7,8
00000766.jpg,Plastic Bottles,plastic_bottles,5,9,6
00003188.jpg,Water Bottle,water_bottle,6,9,6
00000663.jpg,Plastic Bottles,plastic_bottles,5,8,6
00000289.jpg,Beer Bottles,beer_bottles,9,6,8
00001873.jpg,Beer Bottles,beer_bottles,9,9,9
00002335.jpg,Soda Bottle,soda_bottle,8,8,7
00000300.jpg,Wine Bottle,wine_bottle,8,9,9
00001743.jpg,Plastic Bottles,plastic_bottles,7,9,8
00002706.jpg,Soda Bottle,soda_bottle,6,9,6
00002713.jpg,Soda Bottle,soda_bottle,5,9,8
00003187.jpg,Wine Bottle,wine_bottle,8,6,9
00000896.jpg,Soda Bottle,soda_bottle,6,9,7
00001438.jpg,Beer Bottles,beer_bottles,8,9,9
00002290.jpg,Beer Bottles,beer_bottles,8,7,8
00002100.jpg,Soda Bottle,soda_bottle,5,9,6
00000846.jpg,Water Bottle,water_bottle,5,7,8
00001603.jpg,Water Bottle,water_bottle,8,9,9
00003834.jpg,Beer Bottles,beer_bottles,9,9,9
00000598.jpg,Beer Bottles,beer_bottles,6,9,9
00002978.jpg,Wine Bottle,wine_bottle,8,9,8
00002294.jpg,Soda Bottle,soda_bottle,7,9,7
00001811.jpg,Beer Bottles,beer_bottles,9,8,9
00000363.jpg,Water Bottle,water_bottle,7,6,9
00000043.jpg,Beer Bottles,beer_bottles,5,9,7
00000412.jpg,Wine Bottle,wine_bottle,6,6,7
00004381.jpg,Soda Bottle,soda_bottle,5,9,9
00003467.jpg,Wine Bottle,wine_bottle,7,9,6
00002601.jpg,Beer Bottles,beer_bottles,9,6,8
00004370.jpg,Plastic Bottles,plastic_bottles,5,9,9
00000650.jpg,Water Bottle,water_bottle,8,9,7
00002561.jpg,Beer Bottles,beer_bottles,7,8,7
00002509.jpg,Plastic Bottles,plastic_bottles,8,8,9
00001334.jpg,Water Bottle,water_bottle,8,7,9
00004152.jpg,Plastic Bottles,plastic_bottles,6,9,8
00002361.jpg,Wine Bottle,wine_bottle,9,9,7
00000481.jpg,Plastic Bottles,plastic_bottles,6,9,9
00004452.jpg,Wine Bottle,wine_bottle,7,9,7
00000381.jpg,Beer Bottles,beer_bottles,5,8,6
00001707.jpg,Wine Bottle,wine_bottle,8,7,6
00004818.jpg,Plastic Bottles,plastic_bottles,8,9,8
00002424.jpg,Water Bottle,water_bottle,5,7,8
00004682.jpg,Soda Bottle,soda_bottle,5,8,6
00000728.jpg,Wine Bottle,wine_bottle,8,9,9
00002049.jpg,Plastic Bottles,plastic_bottles,7,7,7
00004436.jpg,Plastic Bottles,plastic_bottles,6,8,7
00004837.jpg,Water Bottle,water_bottle,9,9,6
00000199.jpg,Beer Bottles,beer_bottles,6,7,7
00000455.jpg,Wine Bottle,wine_bottle,8,7,8
00004125.jpg,Soda Bottle,soda_bottle,5,7,6
00004661.jpg,Water Bottle,water_bottle,9,8,8
00000749.jpg,Beer Bottles,beer_bottles,7,9,7
00003122.jpg,Wine Bottle,wine_bottle,8,9,6
00004289.jpg,Soda Bottle,soda_bottle,7,7,6
