image_filename,category,bottle_type,durability_score,chemical_safety_score,ergonomics_score
00000613.jpg,Beer Bottles,beer_bottles,7,8,7
00002666.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003376.jpg,Water Bottle,water_bottle,7,8,8
00003686.jpg,Beer Bottles,beer_bottles,7,8,7
00000432.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000164.jpg,Wine Bottle,wine_bottle,7,8,8
00002380.jpg,Soda Bottle,soda_bottle,7,8,8
00004685.jpg,Soda Bottle,soda_bottle,7,8,7
00000196.jpg,Plastic Bottles,plastic_bottles,7,7,8
00002232.jpg,Beer Bottles,beer_bottles,7,8,8
00004047.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003697.jpg,Beer Bottles,beer_bottles,7,8,8
00004360.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001962.jpg,Soda Bottle,soda_bottle,7,8,7
00004245.jpg,Wine Bottle,wine_bottle,7,8,8
00001331.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002418.jpg,Wine Bottle,wine_bottle,7,8,8
00002993.jpg,Plastic Bottles,plastic_bottles,7,8,7
00001541.jpg,Water Bottle,water_bottle,7,8,7
00000169.jpg,Water Bottle,water_bottle,7,8,7
00001623.jpg,Beer Bottles,beer_bottles,7,8,8
00003866.jpg,Beer Bottles,beer_bottles,7,8,7
00002298.jpg,Water Bottle,water_bottle,7,8,8
00000745.jpg,Water Bottle,water_bottle,7,7,8
00000722.jpg,Soda Bottle,soda_bottle,7,8,8
00003381.jpg,Soda Bottle,soda_bottle,7,8,7
00002032.jpg,Soda Bottle,soda_bottle,7,8,8
00000432.jpg,Soda Bottle,soda_bottle,7,8,7
00003622.jpg,Water Bottle,water_bottle,7,8,7
00004592.jpg,Wine Bottle,wine_bottle,7,8,7
00003700.jpg,Soda Bottle,soda_bottle,7,8,8
00003971.jpg,Wine Bottle,wine_bottle,7,8,7
00002628.jpg,Beer Bottles,beer_bottles,7,8,8
00001632.jpg,Beer Bottles,beer_bottles,7,8,7
00004097.jpg,Wine Bottle,wine_bottle,7,8,8
00001410.jpg,Water Bottle,water_bottle,7,8,8
00004066.jpg,Soda Bottle,soda_bottle,7,8,7
00003774.jpg,Soda Bottle,soda_bottle,7,7,8
00000696.jpg,Water Bottle,water_bottle,7,8,8
00000514.jpg,Soda Bottle,soda_bottle,7,8,7
00002803.jpg,Soda Bottle,soda_bottle,7,8,8
00001761.jpg,Wine Bottle,wine_bottle,7,8,8
00000967.jpg,Beer Bottles,beer_bottles,7,8,7
00000876.jpg,Water Bottle,water_bottle,7,8,8
00002699.jpg,Water Bottle,water_bottle,7,8,8
00002064.jpg,Plastic Bottles,plastic_bottles,6,8,7
00002269.jpg,Soda Bottle,soda_bottle,7,8,7
00001285.jpg,Wine Bottle,wine_bottle,7,8,8
00000392.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002956.jpg,Wine Bottle,wine_bottle,7,8,8
00002856.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004165.jpg,Beer Bottles,beer_bottles,7,8,8
00002432.jpg,Beer Bottles,beer_bottles,7,8,8
00000658.jpg,Wine Bottle,wine_bottle,7,8,7
00002870.jpg,Wine Bottle,wine_bottle,7,8,8
00004996.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004060.jpg,Wine Bottle,wine_bottle,7,8,8
00002908.jpg,Beer Bottles,beer_bottles,7,8,8
00003565.jpg,Wine Bottle,wine_bottle,7,8,7
00000568.jpg,Water Bottle,water_bottle,7,8,8
00000234.jpg,Wine Bottle,wine_bottle,7,7,8
00003598.jpg,Water Bottle,water_bottle,7,8,8
00003989.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004154.jpg,Soda Bottle,soda_bottle,7,8,8
00001231.jpg,Water Bottle,water_bottle,7,8,8
00000675.jpg,Plastic Bottles,plastic_bottles,7,8,7
00001509.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000025.jpg,Plastic Bottles,plastic_bottles,7,7,8
00003522.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000866.jpg,Beer Bottles,beer_bottles,7,8,8
00000139.jpg,Soda Bottle,soda_bottle,7,8,7
00003811.jpg,Beer Bottles,beer_bottles,7,8,8
00003829.jpg,Water Bottle,water_bottle,7,8,8
00000258.jpg,Soda Bottle,soda_bottle,7,8,8
00002094.jpg,Beer Bottles,beer_bottles,7,8,8
00002026.jpg,Water Bottle,water_bottle,7,8,8
00000099.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004082.jpg,Water Bottle,water_bottle,7,8,8
00002261.jpg,Water Bottle,water_bottle,7,8,8
00001580.jpg,Wine Bottle,wine_bottle,7,8,8
00004453.jpg,Wine Bottle,wine_bottle,7,8,8
00002992.jpg,Water Bottle,water_bottle,7,8,7
00004095.jpg,Beer Bottles,beer_bottles,7,8,8
00001383.jpg,Water Bottle,water_bottle,7,8,8
00003485.jpg,Wine Bottle,wine_bottle,7,8,7
00002939.jpg,Beer Bottles,beer_bottles,7,7,7
00001451.jpg,Wine Bottle,wine_bottle,7,8,8
00004014.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004079.jpg,Water Bottle,water_bottle,7,8,8
00000272.jpg,Beer Bottles,beer_bottles,6,8,8
00000561.jpg,Beer Bottles,beer_bottles,7,8,8
00004924.jpg,Wine Bottle,wine_bottle,8,8,8
00003211.jpg,Wine Bottle,wine_bottle,7,8,8
00002766.jpg,Water Bottle,water_bottle,7,8,8
00000209.jpg,Plastic Bottles,plastic_bottles,7,8,7
00002589.jpg,Beer Bottles,beer_bottles,7,8,8
00002126.jpg,Beer Bottles,beer_bottles,7,8,7
00001035.jpg,Plastic Bottles,plastic_bottles,7,7,8
00000384.jpg,Soda Bottle,soda_bottle,7,8,8
00001541.jpg,Soda Bottle,soda_bottle,7,8,8
00004465.jpg,Water Bottle,water_bottle,7,7,7
00003113.jpg,Soda Bottle,soda_bottle,7,8,7
00000379.jpg,Plastic Bottles,plastic_bottles,8,8,7
00000577.jpg,Beer Bottles,beer_bottles,7,8,8
00004616.jpg,Water Bottle,water_bottle,6,7,7
00000497.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000951.jpg,Plastic Bottles,plastic_bottles,7,8,7
00002724.jpg,Wine Bottle,wine_bottle,7,8,8
00002540.jpg,Water Bottle,water_bottle,7,8,8
00004255.jpg,Water Bottle,water_bottle,7,8,8
00002942.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003470.jpg,Soda Bottle,soda_bottle,6,8,7
00000230.jpg,Wine Bottle,wine_bottle,7,8,8
00001716.jpg,Beer Bottles,beer_bottles,7,8,7
00000031.jpg,Soda Bottle,soda_bottle,7,8,7
00004611.jpg,Soda Bottle,soda_bottle,7,8,8
00003633.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004311.jpg,Wine Bottle,wine_bottle,7,8,8
00001466.jpg,Soda Bottle,soda_bottle,7,8,8
00004831.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004872.jpg,Wine Bottle,wine_bottle,7,8,7
00000995.jpg,Wine Bottle,wine_bottle,7,7,8
00001602.jpg,Beer Bottles,beer_bottles,7,8,8
00001588.jpg,Soda Bottle,soda_bottle,7,9,8
00001187.jpg,Beer Bottles,beer_bottles,7,8,8
00003689.jpg,Water Bottle,water_bottle,7,8,8
00003581.jpg,Water Bottle,water_bottle,7,8,8
00001503.jpg,Beer Bottles,beer_bottles,6,8,7
00000557.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003521.jpg,Wine Bottle,wine_bottle,7,8,8
00000677.jpg,Soda Bottle,soda_bottle,6,8,7
00003277.jpg,Water Bottle,water_bottle,7,8,7
00001561.jpg,Soda Bottle,soda_bottle,7,7,8
00000369.jpg,Beer Bottles,beer_bottles,7,8,8
00001886.jpg,Wine Bottle,wine_bottle,7,8,8
00002624.jpg,Water Bottle,water_bottle,7,7,8
00003557.jpg,Soda Bottle,soda_bottle,7,8,8
00004668.jpg,Soda Bottle,soda_bottle,7,8,7
00004907.jpg,Water Bottle,water_bottle,7,7,8
00002363.jpg,Soda Bottle,soda_bottle,7,8,8
00004007.jpg,Plastic Bottles,plastic_bottles,7,7,7
00001037.jpg,Soda Bottle,soda_bottle,7,8,7
00000779.jpg,Soda Bottle,soda_bottle,7,8,8
00000930.jpg,Wine Bottle,wine_bottle,7,7,7
00000295.jpg,Water Bottle,water_bottle,7,8,8
00002727.jpg,Beer Bottles,beer_bottles,7,8,8
00003837.jpg,Soda Bottle,soda_bottle,7,8,7
00003126.jpg,Soda Bottle,soda_bottle,7,8,8
00004909.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002167.jpg,Water Bottle,water_bottle,7,8,7
00001150.jpg,Soda Bottle,soda_bottle,7,7,8
00001426.jpg,Plastic Bottles,plastic_bottles,7,8,7
00000821.jpg,Soda Bottle,soda_bottle,7,8,8
00004298.jpg,Water Bottle,water_bottle,7,8,7
00001447.jpg,Soda Bottle,soda_bottle,7,8,8
00004979.jpg,Wine Bottle,wine_bottle,7,8,8
00004253.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003484.jpg,Wine Bottle,wine_bottle,7,9,8
00001479.jpg,Soda Bottle,soda_bottle,7,8,8
00004821.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001308.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002674.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004028.jpg,Soda Bottle,soda_bottle,7,7,8
00000459.jpg,Beer Bottles,beer_bottles,7,7,8
00000709.jpg,Wine Bottle,wine_bottle,7,8,7
00000475.jpg,Soda Bottle,soda_bottle,7,8,8
00001307.jpg,Beer Bottles,beer_bottles,7,7,8
00001093.jpg,Soda Bottle,soda_bottle,7,8,7
00003101.jpg,Soda Bottle,soda_bottle,7,8,7
00000241.jpg,Soda Bottle,soda_bottle,7,7,7
00004594.jpg,Water Bottle,water_bottle,7,8,8
00003628.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003365.jpg,Beer Bottles,beer_bottles,7,8,8
00001847.jpg,Plastic Bottles,plastic_bottles,6,8,8
00002119.jpg,Water Bottle,water_bottle,7,8,7
00002048.jpg,Wine Bottle,wine_bottle,7,8,8
00001326.jpg,Soda Bottle,soda_bottle,7,7,8
00003104.jpg,Wine Bottle,wine_bottle,7,7,7
00001937.jpg,Plastic Bottles,plastic_bottles,7,8,7
00003128.jpg,Beer Bottles,beer_bottles,7,8,8
00004893.jpg,Wine Bottle,wine_bottle,7,8,8
00001711.jpg,Soda Bottle,soda_bottle,7,8,8
00002367.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001764.jpg,Water Bottle,water_bottle,7,8,8
00004084.jpg,Water Bottle,water_bottle,7,8,8
00002141.jpg,Wine Bottle,wine_bottle,7,8,7
00003424.jpg,Water Bottle,water_bottle,7,8,7
00004454.jpg,Plastic Bottles,plastic_bottles,7,8,7
00002604.jpg,Beer Bottles,beer_bottles,7,8,8
00003551.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003679.jpg,Wine Bottle,wine_bottle,8,8,8
00004773.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001487.jpg,Beer Bottles,beer_bottles,7,8,8
00004872.jpg,Beer Bottles,beer_bottles,7,8,8
00002457.jpg,Beer Bottles,beer_bottles,7,8,8
00002132.jpg,Plastic Bottles,plastic_bottles,7,7,8
00002961.jpg,Soda Bottle,soda_bottle,6,8,8
00004429.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001558.jpg,Water Bottle,water_bottle,7,8,8
00000701.jpg,Soda Bottle,soda_bottle,7,8,8
00002426.jpg,Soda Bottle,soda_bottle,7,7,8
00000105.jpg,Beer Bottles,beer_bottles,7,8,7
00000440.jpg,Wine Bottle,wine_bottle,7,8,8
00000168.jpg,Soda Bottle,soda_bottle,7,8,7
00000816.jpg,Beer Bottles,beer_bottles,7,8,8
00004479.jpg,Beer Bottles,beer_bottles,7,8,8
00002405.jpg,Beer Bottles,beer_bottles,8,8,8
00004522.jpg,Beer Bottles,beer_bottles,8,8,8
00001789.jpg,Beer Bottles,beer_bottles,7,7,8
00001413.jpg,Plastic Bottles,plastic_bottles,6,8,7
00004255.jpg,Wine Bottle,wine_bottle,7,8,8
00004552.jpg,Soda Bottle,soda_bottle,6,8,8
00003767.jpg,Soda Bottle,soda_bottle,7,8,8
00003539.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000049.jpg,Beer Bottles,beer_bottles,7,8,7
00000010.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001752.jpg,Plastic Bottles,plastic_bottles,7,7,7
00001957.jpg,Beer Bottles,beer_bottles,7,8,8
00002268.jpg,Water Bottle,water_bottle,7,8,7
00001130.jpg,Soda Bottle,soda_bottle,6,8,7
00003792.jpg,Soda Bottle,soda_bottle,7,8,8
00004184.jpg,Plastic Bottles,plastic_bottles,7,8,7
00004527.jpg,Wine Bottle,wine_bottle,7,7,8
00000289.jpg,Soda Bottle,soda_bottle,7,8,7
00001513.jpg,Soda Bottle,soda_bottle,7,8,7
00004102.jpg,Water Bottle,water_bottle,7,8,8
00002667.jpg,Water Bottle,water_bottle,7,8,7
00000203.jpg,Wine Bottle,wine_bottle,7,8,7
00001974.jpg,Water Bottle,water_bottle,7,8,7
00003477.jpg,Beer Bottles,beer_bottles,7,8,8
00000139.jpg,Beer Bottles,beer_bottles,7,8,8
00003425.jpg,Water Bottle,water_bottle,7,8,8
00000756.jpg,Beer Bottles,beer_bottles,7,8,7
00003582.jpg,Water Bottle,water_bottle,7,8,8
00000645.jpg,Water Bottle,water_bottle,7,8,8
00003048.jpg,Wine Bottle,wine_bottle,7,8,7
00003605.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004647.jpg,Wine Bottle,wine_bottle,7,8,8
00002178.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000241.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002877.jpg,Soda Bottle,soda_bottle,7,8,8
00002459.jpg,Soda Bottle,soda_bottle,7,8,7
00002035.jpg,Soda Bottle,soda_bottle,7,7,8
00003768.jpg,Beer Bottles,beer_bottles,7,8,8
00000967.jpg,Water Bottle,water_bottle,7,8,8
00003963.jpg,Water Bottle,water_bottle,7,8,8
00003756.jpg,Water Bottle,water_bottle,7,8,8
00003438.jpg,Wine Bottle,wine_bottle,7,8,8
00000142.jpg,Soda Bottle,soda_bottle,7,8,7
00002618.jpg,Water Bottle,water_bottle,7,7,8
00001038.jpg,Plastic Bottles,plastic_bottles,7,8,7
00001418.jpg,Wine Bottle,wine_bottle,7,7,7
00003948.jpg,Beer Bottles,beer_bottles,7,8,7
00000151.jpg,Wine Bottle,wine_bottle,7,8,8
00002689.jpg,Beer Bottles,beer_bottles,7,8,8
00000145.jpg,Water Bottle,water_bottle,7,8,8
00002867.jpg,Plastic Bottles,plastic_bottles,7,8,7
00000111.jpg,Beer Bottles,beer_bottles,7,8,8
00002492.jpg,Water Bottle,water_bottle,8,7,7
00004068.jpg,Plastic Bottles,plastic_bottles,8,8,8
00000818.jpg,Soda Bottle,soda_bottle,7,8,7
00002487.jpg,Beer Bottles,beer_bottles,8,8,8
00004382.jpg,Water Bottle,water_bottle,7,8,8
00002157.jpg,Beer Bottles,beer_bottles,7,8,7
00003869.jpg,Soda Bottle,soda_bottle,7,8,8
00000708.jpg,Beer Bottles,beer_bottles,7,7,7
00003899.jpg,Water Bottle,water_bottle,6,8,8
00002887.jpg,Beer Bottles,beer_bottles,7,8,8
00003557.jpg,Wine Bottle,wine_bottle,7,8,8
00003477.jpg,Soda Bottle,soda_bottle,7,8,7
00002183.jpg,Soda Bottle,soda_bottle,7,8,8
00000516.jpg,Beer Bottles,beer_bottles,6,8,8
00001751.jpg,Beer Bottles,beer_bottles,6,8,7
00001671.jpg,Beer Bottles,beer_bottles,7,8,7
00002783.jpg,Water Bottle,water_bottle,7,8,8
00003455.jpg,Soda Bottle,soda_bottle,7,8,8
00001000.jpg,Wine Bottle,wine_bottle,7,8,7
00000581.jpg,Wine Bottle,wine_bottle,7,8,8
00003506.jpg,Water Bottle,water_bottle,7,8,8
00004859.jpg,Water Bottle,water_bottle,7,8,8
00004024.jpg,Water Bottle,water_bottle,7,8,7
00003019.jpg,Water Bottle,water_bottle,7,8,8
00000909.jpg,Soda Bottle,soda_bottle,7,8,8
00004951.jpg,Beer Bottles,beer_bottles,7,8,8
00002293.jpg,Beer Bottles,beer_bottles,7,8,8
00003064.jpg,Water Bottle,water_bottle,7,8,8
00004091.jpg,Plastic Bottles,plastic_bottles,7,8,7
00004690.jpg,Wine Bottle,wine_bottle,7,8,8
00000000.jpg,Soda Bottle,soda_bottle,7,8,8
00003940.jpg,Soda Bottle,soda_bottle,7,8,7
00004290.jpg,Beer Bottles,beer_bottles,7,8,8
00003247.jpg,Wine Bottle,wine_bottle,7,8,7
00000336.jpg,Plastic Bottles,plastic_bottles,7,8,7
00000824.jpg,Plastic Bottles,plastic_bottles,7,8,7
00004049.jpg,Soda Bottle,soda_bottle,7,8,7
00003417.jpg,Soda Bottle,soda_bottle,6,8,8
00001497.jpg,Soda Bottle,soda_bottle,7,8,8
00004873.jpg,Beer Bottles,beer_bottles,7,8,8
00002666.jpg,Wine Bottle,wine_bottle,7,8,8
00001459.jpg,Plastic Bottles,plastic_bottles,8,8,7
00004242.jpg,Beer Bottles,beer_bottles,7,8,8
00004814.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003721.jpg,Soda Bottle,soda_bottle,7,8,8
00000207.jpg,Beer Bottles,beer_bottles,7,8,8
00000833.jpg,Beer Bottles,beer_bottles,7,7,7
00001242.jpg,Wine Bottle,wine_bottle,8,8,7
00002270.jpg,Soda Bottle,soda_bottle,7,8,7
00002782.jpg,Soda Bottle,soda_bottle,8,8,8
00004630.jpg,Beer Bottles,beer_bottles,7,7,7
00000219.jpg,Beer Bottles,beer_bottles,7,8,8
00000735.jpg,Soda Bottle,soda_bottle,7,8,8
00001449.jpg,Soda Bottle,soda_bottle,7,8,8
00002442.jpg,Soda Bottle,soda_bottle,7,8,7
00002480.jpg,Beer Bottles,beer_bottles,7,8,8
00003821.jpg,Beer Bottles,beer_bottles,7,8,8
00002561.jpg,Soda Bottle,soda_bottle,7,8,8
00002316.jpg,Beer Bottles,beer_bottles,7,8,8
00004054.jpg,Soda Bottle,soda_bottle,7,8,7
00003235.jpg,Water Bottle,water_bottle,7,8,8
00000529.jpg,Beer Bottles,beer_bottles,7,7,8
00001022.jpg,Soda Bottle,soda_bottle,7,8,8
00001927.jpg,Beer Bottles,beer_bottles,7,8,8
00001440.jpg,Beer Bottles,beer_bottles,7,8,7
00003285.jpg,Wine Bottle,wine_bottle,7,8,8
00004307.jpg,Beer Bottles,beer_bottles,7,8,7
00001335.jpg,Water Bottle,water_bottle,7,8,8
00002484.jpg,Wine Bottle,wine_bottle,7,8,8
00004983.jpg,Beer Bottles,beer_bottles,6,7,8
00000991.jpg,Plastic Bottles,plastic_bottles,7,8,7
00003323.jpg,Beer Bottles,beer_bottles,7,8,7
00002358.jpg,Beer Bottles,beer_bottles,8,8,7
00002882.jpg,Beer Bottles,beer_bottles,7,8,8
00003431.jpg,Water Bottle,water_bottle,6,8,8
00004492.jpg,Plastic Bottles,plastic_bottles,6,8,7
00004577.jpg,Water Bottle,water_bottle,7,8,8
00002827.jpg,Wine Bottle,wine_bottle,7,7,8
00001814.jpg,Wine Bottle,wine_bottle,7,8,8
00003633.jpg,Water Bottle,water_bottle,7,8,7
00004105.jpg,Beer Bottles,beer_bottles,7,8,8
00003944.jpg,Water Bottle,water_bottle,7,8,8
00002161.jpg,Soda Bottle,soda_bottle,7,8,7
00004089.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003543.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003591.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000293.jpg,Wine Bottle,wine_bottle,7,8,8
00000062.jpg,Water Bottle,water_bottle,7,8,8
00003706.jpg,Wine Bottle,wine_bottle,7,8,7
00001493.jpg,Water Bottle,water_bottle,7,8,8
00003992.jpg,Beer Bottles,beer_bottles,7,8,7
00002975.jpg,Plastic Bottles,plastic_bottles,6,8,7
00002434.jpg,Plastic Bottles,plastic_bottles,7,8,7
00000114.jpg,Soda Bottle,soda_bottle,7,8,7
00004584.jpg,Water Bottle,water_bottle,7,7,7
00002416.jpg,Beer Bottles,beer_bottles,7,8,8
00003773.jpg,Plastic Bottles,plastic_bottles,7,7,8
00002692.jpg,Beer Bottles,beer_bottles,7,8,7
00001046.jpg,Beer Bottles,beer_bottles,8,8,8
00004295.jpg,Soda Bottle,soda_bottle,7,7,8
00002792.jpg,Water Bottle,water_bottle,7,8,8
00000674.jpg,Beer Bottles,beer_bottles,7,8,7
00002222.jpg,Wine Bottle,wine_bottle,7,8,8
00001148.jpg,Wine Bottle,wine_bottle,7,8,8
00003963.jpg,Beer Bottles,beer_bottles,7,8,8
00004959.jpg,Beer Bottles,beer_bottles,7,8,8
00000858.jpg,Beer Bottles,beer_bottles,7,8,7
00002353.jpg,Water Bottle,water_bottle,7,8,7
00001143.jpg,Plastic Bottles,plastic_bottles,8,8,7
00000311.jpg,Wine Bottle,wine_bottle,8,8,7
00001021.jpg,Plastic Bottles,plastic_bottles,7,8,7
00002428.jpg,Water Bottle,water_bottle,7,8,8
00001241.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003350.jpg,Beer Bottles,beer_bottles,6,8,7
00002183.jpg,Beer Bottles,beer_bottles,7,8,8
00003478.jpg,Beer Bottles,beer_bottles,7,8,7
00003240.jpg,Soda Bottle,soda_bottle,7,8,8
00000188.jpg,Water Bottle,water_bottle,7,8,8
00003920.jpg,Soda Bottle,soda_bottle,7,8,8
00004980.jpg,Water Bottle,water_bottle,7,7,7
00002780.jpg,Soda Bottle,soda_bottle,7,8,8
00003126.jpg,Beer Bottles,beer_bottles,7,8,7
00002289.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001342.jpg,Soda Bottle,soda_bottle,7,8,8
00004208.jpg,Water Bottle,water_bottle,7,8,8
00002666.jpg,Water Bottle,water_bottle,7,8,7
00000593.jpg,Wine Bottle,wine_bottle,7,8,8
00001183.jpg,Soda Bottle,soda_bottle,7,8,7
00004358.jpg,Water Bottle,water_bottle,7,8,7
00003393.jpg,Wine Bottle,wine_bottle,7,8,8
00004037.jpg,Soda Bottle,soda_bottle,7,8,7
00000313.jpg,Beer Bottles,beer_bottles,7,8,7
00004524.jpg,Beer Bottles,beer_bottles,7,8,8
00003991.jpg,Water Bottle,water_bottle,7,8,7
00001846.jpg,Plastic Bottles,plastic_bottles,8,8,8
00004737.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000445.jpg,Plastic Bottles,plastic_bottles,7,8,7
00001116.jpg,Beer Bottles,beer_bottles,7,8,8
00001103.jpg,Wine Bottle,wine_bottle,7,7,8
00003931.jpg,Beer Bottles,beer_bottles,7,8,7
00004285.jpg,Wine Bottle,wine_bottle,7,8,7
00000792.jpg,Wine Bottle,wine_bottle,7,8,8
00001488.jpg,Plastic Bottles,plastic_bottles,8,8,8
00001712.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000116.jpg,Wine Bottle,wine_bottle,7,8,8
00000942.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000944.jpg,Wine Bottle,wine_bottle,7,8,8
00002412.jpg,Water Bottle,water_bottle,7,8,8
00000361.jpg,Water Bottle,water_bottle,7,7,8
00004778.jpg,Beer Bottles,beer_bottles,7,8,7
00003013.jpg,Water Bottle,water_bottle,7,8,7
00000324.jpg,Wine Bottle,wine_bottle,7,8,7
00004584.jpg,Beer Bottles,beer_bottles,7,8,8
00003053.jpg,Wine Bottle,wine_bottle,7,8,8
00001012.jpg,Soda Bottle,soda_bottle,7,8,8
00000376.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002393.jpg,Water Bottle,water_bottle,7,8,8
00001428.jpg,Water Bottle,water_bottle,7,8,7
00003391.jpg,Wine Bottle,wine_bottle,7,8,8
00002752.jpg,Wine Bottle,wine_bottle,7,8,8
00004968.jpg,Beer Bottles,beer_bottles,7,8,7
00001662.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004118.jpg,Wine Bottle,wine_bottle,7,8,8
00001756.jpg,Beer Bottles,beer_bottles,7,8,8
00001729.jpg,Beer Bottles,beer_bottles,7,7,8
00002163.jpg,Soda Bottle,soda_bottle,7,7,7
00003058.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004349.jpg,Beer Bottles,beer_bottles,7,8,8
00001359.jpg,Water Bottle,water_bottle,7,8,8
00002788.jpg,Plastic Bottles,plastic_bottles,6,8,8
00002108.jpg,Wine Bottle,wine_bottle,7,8,8
00002417.jpg,Plastic Bottles,plastic_bottles,7,8,8
00000173.jpg,Soda Bottle,soda_bottle,7,8,8
00001616.jpg,Beer Bottles,beer_bottles,7,8,7
00004334.jpg,Water Bottle,water_bottle,7,7,8
00003625.jpg,Wine Bottle,wine_bottle,7,8,7
00000368.jpg,Water Bottle,water_bottle,7,8,8
00001260.jpg,Water Bottle,water_bottle,7,8,7
00000254.jpg,Plastic Bottles,plastic_bottles,7,7,7
00001253.jpg,Water Bottle,water_bottle,7,8,8
00004292.jpg,Beer Bottles,beer_bottles,7,8,8
00003601.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003093.jpg,Water Bottle,water_bottle,7,8,8
00004462.jpg,Beer Bottles,beer_bottles,7,8,8
00003233.jpg,Water Bottle,water_bottle,7,8,8
00004430.jpg,Wine Bottle,wine_bottle,7,8,8
00003410.jpg,Water Bottle,water_bottle,7,8,7
00003913.jpg,Plastic Bottles,plastic_bottles,7,7,8
00001144.jpg,Water Bottle,water_bottle,7,8,8
00003858.jpg,Wine Bottle,wine_bottle,7,8,8
00001199.jpg,Wine Bottle,wine_bottle,7,8,8
00004974.jpg,Water Bottle,water_bottle,7,8,7
00001080.jpg,Soda Bottle,soda_bottle,7,8,8
00002137.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001883.jpg,Plastic Bottles,plastic_bottles,7,8,7
00003839.jpg,Plastic Bottles,plastic_bottles,7,8,8
00004071.jpg,Water Bottle,water_bottle,7,8,8
00002142.jpg,Plastic Bottles,plastic_bottles,7,8,8
00003482.jpg,Water Bottle,water_bottle,7,8,7
00002430.jpg,Beer Bottles,beer_bottles,7,8,7
00000260.jpg,Soda Bottle,soda_bottle,7,8,7
00001228.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001542.jpg,Soda Bottle,soda_bottle,7,8,8
00001842.jpg,Soda Bottle,soda_bottle,8,8,7
00002107.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001131.jpg,Water Bottle,water_bottle,7,8,7
00000960.jpg,Plastic Bottles,plastic_bottles,7,8,7
00002941.jpg,Soda Bottle,soda_bottle,7,8,8
00001617.jpg,Beer Bottles,beer_bottles,7,8,8
00002068.jpg,Water Bottle,water_bottle,7,8,8
00001347.jpg,Plastic Bottles,plastic_bottles,7,8,8
00002759.jpg,Wine Bottle,wine_bottle,8,8,8
00001914.jpg,Water Bottle,water_bottle,7,8,8
00002708.jpg,Wine Bottle,wine_bottle,7,8,7
00001578.jpg,Plastic Bottles,plastic_bottles,7,7,8
00000898.jpg,Beer Bottles,beer_bottles,7,8,8
00000803.jpg,Plastic Bottles,plastic_bottles,7,8,7
00001778.jpg,Water Bottle,water_bottle,7,8,8
00003125.jpg,Plastic Bottles,plastic_bottles,7,7,8
00003734.jpg,Water Bottle,water_bottle,7,8,7
00003299.jpg,Soda Bottle,soda_bottle,6,8,7
00004154.jpg,Beer Bottles,beer_bottles,7,8,7
00002812.jpg,Water Bottle,water_bottle,7,7,8
